YEAR,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
2023,0,51414,Brent Grant,97,Farmers,4,18
2023,0,49298,Kramer Hickok,96,Fortinet,1,15
2023,0,25632,Jimmy Walker,95,Honda,4,10
2023,0,27644,Brian Harman,95,Shriners,2,16
2023,0,50525,Collin Morikawa,94,the Memorial,2,18
2023,0,29420,Billy Horschel,94,Wyndham,2,8
2023,0,30110,Kyle Stanley,94,Honda,2,15
2023,0,33948,Byeong Hun An,94,Wyndham,2,9
2023,0,34579,Alexander Levy,94,Barbasol,1,1
2023,0,47988,Nick Hardy,86,Sony Open,2,12
2023,0,47079,Harrison Endycott,81,Sanderson Farms,2,3
2023,0,27936,Martin Laird,80,AT&T Byron Nelson,2,6
2023,0,32816,Satoshi Kodaira,76,AT&T Pebble Beach,4,9
2023,0,34610,Matthias Schwab,73,The American Express,1,7
2023,0,30959,Alexander Knappe,72,Barbasol,1,1
2023,0,36754,Andre Metzger,70,WM Phoenix Open,2,8
2023,0,51894,Vince Whaley,68,Barbasol,2,1
2023,0,32757,Patton Kizzire,63,Arnold Palmer,1,16
2023,0,54591,Ben Griffin,61,Genesis Scottish Open,2,4
2023,0,33968,Thorbjørn Olesen,57,Genesis Scottish Open,3,10
2023,0,34364,David Law,56,Genesis Scottish Open,1,3
2023,0,32791,K.H. Lee,55,AT&T Byron Nelson,3,6
2023,0,33597,Harry Higgs,53,3M Open,2,18
2023,0,27895,Jonas Blixt,52,Honda,2,1
2023,0,27649,Brandt Snedeker,50,RBC Canadian,1,12
2023,0,35506,Mackenzie Hughes,50,AT&T Byron Nelson,2,16
2023,0,34466,Peter Malnati,49,RBC Canadian,1,4
2023,0,48051,Yannik Paul,45,Genesis Scottish Open,3,5
2023,0,52375,Doug Ghim,45,RBC Canadian,1,12
2023,0,29479,Scott Brown,45,RBC Canadian,1,18
2023,0,33408,Tyson Alexander,42,Barbasol,3,8
2023,0,35449,Adam Long,42,Valspar,4,1
2023,0,34213,Grayson Murray,42,John Deere,1,2
2023,0,35879,Kelly Kraft,42,Sanderson Farms,2,14
2023,0,34256,Andrew Putnam,41,Houston Open,3,12
2023,0,36799,Stephan Jaeger,41,Sanderson Farms,3,11
2023,0,29970,Dylan Frittelli,41,Sanderson Farms,1,18
2023,0,39954,Cody Gribble,41,Mexico Open,2,16
2023,0,37273,Derek Ernst,40,Mexico Open,2,12
2023,0,32622,Matthew Baldwin,40,Genesis Scottish Open,1,18
2023,0,28259,Sangmoon Bae,39,Fortinet,2,10
2023,0,46435,Austin Cook,39,AT&T Byron Nelson,1,14
2023,0,59018,Ryan Gerard,39,Mexico Open,2,14
2023,0,56630,Akshay Bhatia,38,RBC Canadian,3,7
2023,0,32448,James Hahn,38,Houston Open,2,3
2023,0,29908,C.T. Pan,37,Sanderson Farms,1,15
2023,0,39975,Michael Kim,37,The RSM Classic,3,12
2023,0,35725,Sebastian Szirmak,37,RBC Canadian,2,11
2023,0,57362,Austin Eckroat,36,Wells Fargo,4,8
2023,0,26476,Chez Reavie,36,THE CJ CUP,4,3
2023,0,24925,Jonathan Byrd,35,Mexico Open,1,9
2023,0,30926,Chris Kirk,34,Wells Fargo,2,9
2023,0,65135,Jay Giannetto,34,John Deere,2,7
2023,0,23983,Luke Donald,34,Rocket Mortgage,2,12
2023,0,33122,Russell Knox,34,Fortinet Championship,3,3
2023,0,39324,J.J. Spaun,33,Genesis,1,2
2023,0,58967,Trevor Werbylo,33,Mexico Open,3,15
2023,0,30163,Henrik Norlander,32,Sanderson Farms,1,14
2023,0,31560,Brian Stuard,32,Sanderson Farms,1,15
2023,0,24024,Zach Johnson,32,Travelers,1,13
2023,0,30927,Brendon Todd,31,THE CJ CUP,4,9
2023,0,23108,Matt Kuchar,31,John Deere,3,18
2023,0,56781,Isaiah Salinda,31,Shriners Children's Open,4,15
2023,0,57364,Michael Thorbjornsen,31,RBC Canadian,1,4
2023,0,51997,Andrew Novak,30,Farmers,4,16
2023,0,36326,David Lipsky,30,Shriners,4,8
2023,0,28679,Fabián Gómez,30,AT&T Byron Nelson,2,8
2023,0,45242,Kevin Yu,30,John Deere,4,18
2023,0,22056,Cameron Percy,29,The RSM Classic,1,3
2023,0,6522,Ernie Els,29,RBC Heritage,2,5
2023,0,51890,Greyson Sigg,29,Charles Schwab,1,15
2023,0,56762,Will Gordon,29,Sony Open,3,17
2023,0,36871,Matt NeSmith,28,AT&T Pebble Beach,4,2
2023,0,50095,Austin Smotherman,28,Shriners Children's Open,1,11
2023,0,35617,Martin Trainer,28,Mexico Open,1,6
2023,0,36699,Patrick Rodgers,28,Shriners,4,9
2023,0,38991,Alejandro Tosti,28,Sanderson Farms,2,14
2023,0,47591,Eric Cole,28,Shriners Children's Open,2,15
2023,0,22405,Justin Rose,28,U.S. Open,2,8
2023,0,25493,Nick Taylor,28,Valspar,3,16
2023,0,30050,Sean Jacklin,27,Houston Open,2,4
2023,0,34409,David Lingmerth,27,Honda,4,16
2023,0,32150,Michael Thompson,27,Farmers,4,18
2023,0,57975,Harry Hall,27,Charles Schwab,1,12
2023,0,23320,Ryan Palmer,26,Farmers,3,18
2023,0,32139,Danny Willett,26,THE CJ CUP,2,7
2023,0,34098,Russell Henley,26,Travelers,3,1
2023,0,47987,Cole Hammer,26,The RSM Classic,4,3
2023,0,20766,Padraig Harrington,26,PGA Championship,3,18
2023,0,27797,Derek Lamely,26,RBC Canadian,2,11
2023,0,52955,Ludvig Åberg,25,The RSM Classic,3,14
2023,0,24502,Adam Scott,25,Arnold Palmer,4,6
2023,0,39058,Lucas Herbert,25,Genesis Scottish Open,4,9
2023,0,34374,Erik Barnes,25,Houston Open,3,4
2023,0,33141,Keegan Bradley,25,Travelers,1,17
2023,0,34431,Robert Streb,25,John Deere,4,16
2023,0,49771,J.T. Poston,24,the Memorial,3,17
2023,0,27141,J.B. Holmes,24,Fortinet,1,15
2023,0,54421,Garrick Higgo,24,Honda,2,18
2023,0,33490,Bo Hoag,24,the Memorial,1,2
2023,0,32662,Michael Gligic,24,AT&T Pebble Beach,1,6
2023,0,46441,Robby Shelton,24,Travelers,2,15
2023,0,32366,Kevin Chappell,24,Honda,2,3
2023,0,52372,Cameron Champ,23,Farmers,4,18
2023,0,48119,Ben Taylor,23,Mexico Open,1,18
2023,0,27506,Oliver Wilson,23,Genesis Scottish Open,1,15
2023,0,29478,Kevin Kisner,23,Genesis,2,7
2023,0,23541,Ben Crane,23,AT&T Pebble Beach,1,2
2023,0,58380,Scott de Borba,23,Fortinet Championship,1,18
2023,0,47983,Chad Ramey,23,Genesis,1,1
2023,0,27349,Alex Noren,23,Sanderson Farms,4,3
2023,0,34046,Jordan Spieth,23,the Memorial,4,5
2023,0,46442,Maverick McNealy,22,PGA Championship,1,12
2023,0,30911,Tommy Fleetwood,22,PGA Championship,2,17
2023,0,45523,Thriston Lawrence,22,Arnold Palmer,1,2
2023,0,19846,Brian Gay,22,RBC Heritage,1,18
2023,0,27129,Luke List,22,Farmers,4,2
2023,0,54468,Joshua Lee,22,Barbasol,1,17
2023,0,36689,Brooks Koepka,22,U.S. Open,3,12
2023,0,32640,Troy Merritt,21,AT&T Pebble Beach,3,14
2023,0,56272,Wilco Nienaber,21,U.S. Open,2,11
2023,0,39971,Sungjae Im,21,WM Phoenix Open,2,10
2023,0,47993,Denny McCarthy,21,Wells Fargo,2,9
2023,0,39460,Cyril Bouniol,21,Fortinet,1,9
2023,0,64690,Omar Morales,21,Mexico Open,2,17
2023,0,40250,Taylor Pendrith,21,RBC Canadian,3,12
2023,0,28521,Ryutaro Nagano,21,U.S. Open,3,8
2023,0,58658,Peter Knade,21,Valspar,2,12
2023,0,37455,Si Woo Kim,21,Sony Open,2,10
2023,0,23621,Rory Sabbatini,20,Shriners,2,2
2023,0,45847,JC Ritchie,20,Barbasol,4,6
2023,0,46601,Trey Mullinax,20,WM Phoenix Open,1,1
2023,0,52575,Paul O'Hara,20,AT&T Pebble Beach,2,14
2023,0,34363,Tyrrell Hatton,20,PGA Championship,2,14
2023,0,24846,Ricky Barnes,20,The RSM Classic,3,12
2023,0,35310,Lanto Griffin,19,Shriners Children's Open,1,7
2023,0,52583,Sanghun Shin,19,THE CJ CUP,3,10
2023,0,39997,Corey Conners,19,Genesis Scottish Open,3,15
2023,0,28252,Seamus Power,19,THE CJ CUP,1,12
2023,0,27963,Chris Stroud,19,The RSM Classic,2,11
2023,0,57366,Cameron Young,19,Genesis,3,5
2023,0,32367,Jorge Campillo,19,Genesis Scottish Open,1,18
2023,0,34174,John Huh,18,THE CJ CUP,1,16
2023,0,37278,Nicholas Lindheim,18,Sanderson Farms,1,3
2023,0,23623,Bo Van Pelt,18,AT&T Byron Nelson,1,8
2023,0,48867,Matti Schmid,18,Sanderson Farms,1,6
2023,0,33204,Shane Lowry,18,Honda,3,11
2023,0,25198,Francesco Molinari,18,Mexico Open,3,2
2023,0,1706,Davis Love III,17,The RSM Classic,2,13
2023,0,29289,S.Y. Noh,17,The RSM Classic,3,17
2023,0,37338,Zecheng Dou,17,Barbasol,2,12
2023,0,31558,J.J. Killeen,17,AT&T Byron Nelson,2,9
2023,0,52514,Trace Crowe,17,Honda,2,9
2023,0,60004,Jacob Bridgeman,17,The RSM Classic,3,2
2023,0,37189,Harold Varner III,17,PGA Championship,1,17
2023,0,65280,Niklas Norgaard,17,Barbasol,1,6
2023,0,32797,Sanghyun Park,17,THE CJ CUP,3,14
2023,0,34563,Chesson Hadley,17,THE PLAYERS,1,2
2023,0,36724,Augusto Núñez,16,Honda,1,16
2023,0,26679,Kevin Stadler,16,AT&T Byron Nelson,1,1
2023,0,52513,Carson Young,16,AT&T Byron Nelson,2,7
2023,0,27064,Jhonattan Vegas,16,WM Phoenix Open,1,4
2023,0,20593,Greg Chalmers,16,Sanderson Farms,1,10
2023,0,48084,Wesley Bryan,16,Sanderson Farms,1,11
2023,0,23788,D.J. Trahan,16,Sanderson Farms,1,4
2023,0,65110,Brendan Valdes,16,U.S. Open,2,17
2023,0,37447,Zander Lombard,16,Genesis Scottish Open,1,4
2023,0,33870,Ashun Wu,16,Genesis Scottish Open,4,11
2023,0,35469,Sebastián Vázquez,16,Mexico Open,2,16
2023,0,54190,Richard Mansell,15,Genesis Scottish Open,2,15
2023,0,22046,Geoff Ogilvy,15,Honda,1,6
2023,0,33674,Adrian Meronk,15,PGA Championship,2,17
2023,0,59652,Sam Bennett,15,Rocket Mortgage,4,7
2023,0,21407,Arjun Atwal,15,Mexico Open,2,10
2023,0,34575,Adrian Otaegui,15,PGA Championship,2,16
2023,0,29221,Webb Simpson,15,Wyndham,4,5
2023,0,55752,Ben Kern,15,PGA Championship,2,4
2023,0,30957,Maximilian Kieffer,14,Genesis Scottish Open,3,3
2023,0,27466,Spencer Levin,14,Shriners,3,13
2023,0,35376,Roberto Díaz,14,Valero,3,12
2023,0,65344,Trey Cox,14,Barbasol,2,4
2023,0,33413,Ben Martin,14,Valero,3,17
2023,0,27770,Camilo Villegas,14,AT&T Pebble Beach,3,2
2023,0,39335,Kevin Roy,14,Fortinet,1,8
2023,0,59836,Pierceson Coody,14,Arnold Palmer,2,11
2023,0,58816,Marcus Byrd,14,John Deere,2,18
2023,0,25369,Jamie Donaldson,14,Genesis Scottish Open,1,11
2023,0,40181,Clément Sordet,14,Barbasol,3,5
2023,0,59871,Greg Koch,14,Arnold Palmer,1,3
2023,0,28089,Jason Day,13,Farmers,4,7
2023,0,55670,Alex Schaake,13,U.S. Open,2,1
2023,0,25720,Chad Collins,13,3M Open,2,12
2023,0,29936,Ryan Fox,13,Genesis Scottish Open,2,11
2023,0,59570,Tyler Collet,13,Honda,1,6
2023,0,46368,Stuart Macdonald,13,RBC Canadian,4,15
2023,0,33023,Ockie Strydom,13,PGA Championship,2,9
2023,0,61522,Michael Brennan,13,U.S. Open,1,3
2023,0,24924,Bill Haas,12,RBC Canadian,2,9
2023,0,60065,Ryan Hall,12,RBC Canadian,1,3
2023,0,48632,Yuto Katsuragawa,12,U.S. Open,4,15
2023,0,47679,Victor Perez,12,Genesis Scottish Open,1,11
2023,0,30750,Tommy Gainey,12,The RSM Classic,4,8
2023,0,47483,Will Zalatoris,12,Genesis,1,15
2023,0,31273,Gavin Green,12,Genesis Scottish Open,2,11
2023,0,46033,Daniel Gavins,12,Genesis Scottish Open,1,18
2023,0,28593,Jesse Mueller,12,Sony Open,1,2
2023,0,52666,Sami Valimaki,12,Genesis Scottish Open,2,2
2023,0,51491,Brandon Matthews,12,John Deere,2,6
2023,0,21209,Sergio Garcia,11,U.S. Open,4,17
2023,0,36892,Olin Browne Jr.,11,U.S. Open,1,10
2023,0,34360,Patrick Reed,11,U.S. Open,4,2
2023,0,46405,Sebastian Soderberg,11,Genesis Scottish Open,1,12
2023,0,30978,Kiradech Aphibarnrat,11,Barbasol,2,4
2023,0,35087,Bio Kim,11,THE CJ CUP,4,18
2023,0,29670,Pablo Larrazabal,11,PGA Championship,4,2
2023,0,48822,Sebastián Muñoz,11,THE CJ CUP,1,17
2023,0,60792,Taylor Durham,11,RBC Canadian,2,14
2023,0,47529,Mito Pereira,11,THE CJ CUP,4,18
2023,0,29531,Richie Ramsay,11,Genesis Scottish Open,4,16
2023,0,48640,Johannes Veerman,10,Barbasol,1,12
2023,0,30925,Dustin Johnson,10,U.S. Open,4,17
2023,0,56676,John Augenstein,10,Fortinet Championship,1,2
2023,0,27330,Josh Teater,10,Barbasol,2,4
2023,0,26757,Greg Sonnier,10,Sanderson Farms,1,6
2023,0,54364,Stephen Stallings Jr.,10,Barbasol,2,6
2023,0,28723,John Parry,10,Barbasol,1,7
2023,0,8793,Tiger Woods,10,Genesis,4,13
2023,0,45526,Abraham Ancer,10,U.S. Open,4,17
2023,0,60586,Isaac Simmons,10,U.S. Open,2,4
2023,0,31678,Oliver Bekker,9,Genesis Scottish Open,1,12
2023,0,24461,Thomas Aiken,9,Barbasol,1,11
2023,0,47959,Bryson DeChambeau,9,U.S. Open,3,8
2023,0,10423,Mike Weir,9,RBC Canadian,2,9
2023,0,51989,Jordan Gumberg,9,U.S. Open,2,16
2023,0,29485,Brett Stegmaier,9,Rocket Mortgage,1,8
2023,0,57900,Chandler Phillips,9,Valero,2,18
2023,0,34371,Adrien Saddier,9,Barbasol,4,11
2023,0,60008,Ford Clegg,9,Sanderson Farms,2,10
2023,0,8385,Omar Uresti,9,Barbasol,2,3
2023,0,57860,Maxwell Moldovan,9,Barbasol,2,9
2023,0,31400,Daan Huizing,9,Barbasol,1,4
2023,0,49766,Hank Lebioda,9,Barbasol,2,18
2023,0,48018,Sadom Kaewkanjana,9,PGA Championship,2,3
2023,0,52462,Chase Hanna,8,Genesis Scottish Open,1,8
2023,0,32815,Masahiro Kawamura,8,Barbasol,4,2
2023,0,26499,Rafa Cabrera Bello,8,Genesis Scottish Open,1,15
2023,0,63343,Aldrich Potgieter,8,Rocket Mortgage,1,15
2023,0,55707,Calum Hill,8,Genesis Scottish Open,2,5
2023,0,59548,Matt Sharpstene,8,Barbasol,2,16
2023,0,28340,Julien Guerrier,8,Barbasol,1,12
2023,0,65310,Anders Larson,8,John Deere,1,6
2023,0,57259,Daniel Brown,8,Barbasol,2,10
2023,0,47238,Jazz Janewattananond,8,Barbasol,2,9
2023,0,58669,Jacob Solomon,8,The RSM Classic,3,12
2023,0,59442,Parker Coody,8,AT&T Byron Nelson,3,13
2023,0,35110,Brett Drewitt,8,Honda,4,8
2023,0,35490,Wil Bateman,8,RBC Canadian,2,15
2023,0,64753,Chris Sanger,7,PGA Championship,1,18
2023,0,35778,Kazuki Higa,7,Valero,2,15
2023,0,33974,Dean Burmester,7,Houston Open,1,6
2023,0,46837,Yuxin Lin,7,Shriners Children's Open,1,9
2023,0,65256,David Ford,7,Barbasol,1,18
2023,0,23481,Marcel Siem,7,Genesis Scottish Open,3,4
2023,0,64054,Caleb Surratt,7,Farmers,1,3
2023,0,39327,Ben Silverman,7,RBC Canadian,1,8
2023,0,64442,Gordon Sargent,7,U.S. Open,1,14
2023,0,35891,Cameron Smith,7,PGA Championship,2,2
2023,0,55930,Fred Biondi,7,The RSM Classic,4,5
2023,0,39524,Sean Crocker,7,Genesis Scottish Open,2,14
2023,0,63671,William Knauth,6,AT&T Byron Nelson,1,8
2023,0,52633,Alex Beach,6,PGA Championship,1,6
2023,0,29926,Danny Lee,6,WM Phoenix Open,4,15
2023,0,47056,Rikuya Hoshino,6,PGA Championship,3,7
2023,0,33486,Roger Sloan,6,AT&T Byron Nelson,2,10
2023,0,35557,Aaron Cockerill,6,RBC Canadian,1,2
2023,0,64576,Nick Gabrelcik,6,Valspar,2,4
2023,0,24494,Erik Compton,6,Charles Schwab,4,11
2023,0,48898,David Carey,6,RBC Canadian,2,1
2023,0,49022,Yoseop Seo,6,Genesis Scottish Open,2,14
2023,0,49590,Frankie Capan III,6,3M Open,3,1
2023,0,63958,Taylor Lowe,6,Fortinet Championship,2,16
2023,0,50762,Alejandro Del Rey,6,Barbasol,1,11
2023,0,61143,Austin Greaser,6,Wells Fargo,2,6
2023,0,28300,Joost Luiten,6,Genesis Scottish Open,2,12
2023,0,10809,Jim Furyk,5,RBC Heritage,1,12
2023,0,23325,Vaughn Taylor,5,Sanderson Farms,1,9
2023,0,45426,Nathan Kimsey,5,Barbasol,4,11
2023,0,26284,Steve Holmes,5,PGA Championship,2,1
2023,0,48293,Mikael Lindberg,5,Barbasol,1,8
2023,0,31569,Jason Scrivener,5,Barbasol,2,3
2023,0,34317,Joakim Lagergren,5,Genesis Scottish Open,1,9
2023,0,25240,D.A. Points,5,Fortinet,1,5
2023,0,58690,Freddy Schott,5,Barbasol,2,6
2023,0,52686,Rasmus Hojgaard,5,PGA Championship,2,8
2023,0,57298,Preston Summerhays,5,Fortinet,4,18
2023,0,26758,David Hearn,4,Barbasol,2,3
2023,0,37124,Roberto Lebrija,4,Mexico Open,2,6
2023,0,62846,Colin Inglis,4,PGA Championship,2,15
2023,0,48929,Santiago Tarrio,4,Barbasol,1,5
2023,0,55623,Kaito Onishi,3,John Deere,1,11
2022,0,47529,Mito Pereira,273,the Memorial,4,7
2022,0,45526,Abraham Ancer,250,THE CJ CUP,2,14
2022,0,34098,Russell Henley,240,THE PLAYERS,4,11
2022,0,46717,Viktor Hovland,219,THE PLAYERS,3,8
2022,0,36801,Mark Hubbard,216,Rocket Mortgage,1,11
2022,0,26851,Marc Leishman,213,AT&T Byron Nelson,4,15
2022,0,37455,Si Woo Kim,210,Sanderson Farms,4,7
2022,0,36799,Stephan Jaeger,205,John Deere,4,2
2022,0,10381,Curtis Thompson,204,Honda,1,6
2022,0,26331,Charl Schwartzel,194,Valspar,1,16
2022,0,33399,Adam Hadwin,194,the Memorial,2,16
2022,0,40250,Taylor Pendrith,191,Farmers,2,12
2022,0,29479,Scott Brown,191,Barbasol,3,16
2022,0,34466,Peter Malnati,189,AT&T Byron Nelson,1,13
2022,0,30978,Kiradech Aphibarnrat,189,Mexico Open,1,5
2022,0,24980,Scott Gutschewski,189,Mexico Open,1,5
2022,0,27214,Kevin Streelman,189,John Deere,4,12
2022,0,35310,Lanto Griffin,188,Wells Fargo,1,6
2022,0,39997,Corey Conners,187,RBC Heritage,1,7
2022,0,30911,Tommy Fleetwood,187,AT&T Byron Nelson,4,3
2022,0,56278,Matthew Wolff,187,Houston Open,4,9
2022,0,10809,Jim Furyk,187,Sony Open,1,17
2022,0,34255,Joseph Bramlett,182,Wyndham,3,16
2022,0,36871,Matthew NeSmith,181,Honda,3,2
2022,0,28938,Justin Harding,181,PGA Championship,1,7
2022,0,49947,Taylor Moore,180,The RSM Classic,2,17
2022,0,27129,Luke List,179,Houston Open,1,14
2022,0,33667,Carlos Ortiz,179,WM Phoenix Open,4,16
2022,0,40115,Adam Svensson,179,RBC Heritage,3,10
2022,0,34360,Patrick Reed,178,Houston Open,2,4
2022,0,55708,Hayden Buckley,176,Shriners,1,17
2022,0,60853,Ryan Alford,176,Farmers,1,1
2022,0,32757,Patton Kizzire,171,The American Express,4,4
2022,0,19803,Ryan Armour,169,AT&T Byron Nelson,2,8
2022,0,29289,S.Y. Noh,169,3M Open,1,9
2022,0,24361,Pat Perez,167,Farmers,4,7
2022,0,57366,Cameron Young,165,U.S. Open,2,6
2022,0,46442,Maverick McNealy,165,Farmers,3,8
2022,0,46340,Alex Smalley,165,Mexico Open,2,3
2022,0,55930,Fred Biondi,164,U.S. Open,2,4
2022,0,39977,Max Homa,164,Arnold Palmer,3,14
2022,0,23621,Rory Sabbatini,162,Rocket Mortgage,2,15
2022,0,21209,Sergio Garcia,161,Wells Fargo,1,15
2022,0,32150,Michael Thompson,158,Wyndham,1,18
2022,0,35891,Cameron Smith,156,FedEx St. Jude,1,13
2022,0,25818,Scott Piercy,156,RBC Canadian,3,18
2022,0,40162,Justin Lower,154,AT&T Byron Nelson,1,10
2022,0,30927,Brendon Todd,154,Wyndham,4,4
2022,0,47993,Denny McCarthy,153,FedEx St. Jude,2,6
2022,0,32791,K.H. Lee,152,the Memorial,1,9
2022,0,29478,Kevin Kisner,152,BMW Championship,4,10
2022,0,31560,Brian Stuard,152,Honda,1,9
2022,0,20229,Stewart Cink,150,RBC Heritage,1,10
2022,0,29974,Branden Grace,150,THE CJ CUP,4,15
2022,0,37275,Sam Ryder,148,Arnold Palmer,1,13
2022,0,46550,Brandon Hagy,148,Barbasol,2,18
2022,0,52374,Brandon Wu,147,Wyndham,3,11
2022,0,27064,Jhonattan Vegas,143,Genesis,3,3
2022,0,46601,Trey Mullinax,143,AT&T Byron Nelson,1,13
2022,0,27963,Chris Stroud,142,Wyndham,1,1
2022,0,28089,Jason Day,142,the Memorial,3,3
2022,0,24924,Bill Haas,140,AT&T Byron Nelson,2,8
2022,0,31420,Anirban Lahiri,138,FedEx St. Jude,2,6
2022,0,47483,Will Zalatoris,137,Wyndham,2,13
2022,0,22405,Justin Rose,137,RBC Canadian,4,1
2022,0,30692,Scott Stallings,136,Travelers,3,1
2022,0,23983,Luke Donald,135,Wells Fargo,2,13
2022,0,55182,Tom Kim,135,3M Open,3,1
2022,0,54781,Grant Hirschman,135,Sanderson Farms,3,8
2022,0,35461,Beau Hossler,135,Charles Schwab,1,9
2022,0,40026,Daniel Berger,134,the Memorial,1,3
2022,0,32102,Rickie Fowler,134,Wells Fargo,1,6
2022,0,48699,Callum Tarren,134,AT&T Byron Nelson,1,3
2022,0,36689,Brooks Koepka,132,Sentry,4,3
2022,0,26596,Ryan Moore,131,RBC Canadian,2,12
2022,0,36699,Patrick Rodgers,131,John Deere,2,3
2022,0,24925,Jonathan Byrd,130,RBC Heritage,1,6
2022,0,22056,Cameron Percy,129,3M Open,2,1
2022,0,48084,Wesley Bryan,128,Wells Fargo,1,1
2022,0,32640,Troy Merritt,128,FedEx St. Jude,4,12
2022,0,29518,Brendan Steele,127,Wells Fargo,2,2
2022,0,34264,Hudson Swafford,126,The RSM Classic,2,1
2022,0,33413,Ben Martin,126,RBC Canadian,1,10
2022,0,51634,Sahith Theegala,125,the Memorial,1,13
2022,0,47856,Seth Reeves,124,3M Open,2,10
2022,0,33204,Shane Lowry,124,THE PLAYERS,3,17
2022,0,39975,Michael Kim,123,Barbasol,1,10
2022,0,23623,Bo Van Pelt,123,AT&T Pebble Beach,3,15
2022,0,27770,Camilo Villegas,123,Valero,1,12
2022,0,34563,Chesson Hadley,121,Shriners,1,7
2022,0,25493,Nick Taylor,121,Honda,2,13
2022,0,39971,Sungjae Im,118,RBC Heritage,3,1
2022,0,46732,Rick Lamb,117,Wyndham,2,9
2022,0,49766,Hank Lebioda,117,Fortinet Championship,1,3
2022,0,27139,David Skinns,117,Fortinet Championship,1,4
2022,0,35879,Kelly Kraft,116,RBC Canadian,4,5
2022,0,47983,Chad Ramey,115,Wells Fargo,2,5
2022,0,25900,Lucas Glover,113,WM Phoenix Open,2,2
2022,0,48117,Kurt Kitayama,112,Sanderson Farms,4,17
2022,0,39324,J.J. Spaun,110,AT&T Pebble Beach,3,11
2022,0,51997,Andrew Novak,108,3M Open,4,6
2022,0,50095,Austin Smotherman,108,AT&T Byron Nelson,1,18
2022,0,35617,Martin Trainer,107,Fortinet Championship,2,6
2022,0,27974,Sung Kang,107,Sanderson Farms,1,3
2022,0,30926,Chris Kirk,107,Rocket Mortgage,4,4
2022,0,32333,Kevin Tway,107,Houston Open,2,13
2022,0,35450,Patrick Cantlay,104,BMW Championship,3,14
2022,0,39537,Chris Naegel,102,John Deere,1,10
2022,0,27644,Brian Harman,102,Valspar,3,14
2022,0,28593,Jesse Mueller,102,PGA Championship,1,10
2022,0,34363,Tyrrell Hatton,102,Valspar,2,11
2022,0,46046,Scottie Scheffler,101,U.S. Open,3,8
2022,0,25240,D.A. Points,99,Barbasol,1,11
2022,0,32448,James Hahn,98,Barbasol,4,1
2022,0,34362,Laurie Canter,98,PGA Championship,4,18
2022,0,48081,Xander Schauffele,97,AT&T Byron Nelson,4,6
2022,0,29535,Brice Garnett,96,THE PLAYERS,1,4
2022,0,32366,Kevin Chappell,96,WM Phoenix Open,3,13
2022,0,29221,Webb Simpson,95,The RSM Classic,3,13
2022,0,46402,Talor Gooch,94,THE CJ CUP,4,18
2022,0,45486,Joaquin Niemann,92,THE CJ CUP,2,1
2022,0,52453,Nicolai Hojgaard,87,Arnold Palmer,1,8
2022,0,34431,Robert Streb,85,Farmers,3,13
2022,0,26300,Matt Jones,85,Sentry,4,13
2022,0,28420,Ryan Brehm,81,Charles Schwab,1,5
2022,0,25686,Jason Dufner,80,Charles Schwab,1,9
2022,0,34374,Erik Barnes,78,U.S. Open,1,17
2022,0,29725,Tony Finau,75,Travelers,2,7
2022,0,24502,Adam Scott,71,Rocket Mortgage,1,7
2022,0,24358,Robert Garrigus,68,Mexico Open,2,10
2022,0,30925,Dustin Johnson,67,THE PLAYERS,4,9
2022,0,51894,Vince Whaley,66,Barbasol,2,1
2022,0,47959,Bryson DeChambeau,63,Sentry,2,18
2022,0,40006,Erik van Rooyen,61,THE PLAYERS,2,9
2022,0,46405,Sebastian Soderberg,54,U.S. Open,1,18
2022,0,53165,Doc Redman,48,THE PLAYERS,3,6
2022,0,51950,Max McGreevy,44,Houston Open,2,18
2022,0,23108,Matt Kuchar,44,Fortinet Championship,3,5
2022,0,31646,Emiliano Grillo,43,AT&T Byron Nelson,1,9
2022,0,48372,Marcus Helligkilde,43,Barbasol,4,5
2022,0,45157,Cam Davis,42,The RSM Classic,2,8
2022,0,28775,Nate Lashley,41,Mexico Open,3,7
2022,0,40098,Matt Fitzpatrick,40,Arnold Palmer,2,9
2022,0,49960,Sepp Straka,40,PGA Championship,3,18
2022,0,31202,William McGirt,39,Fortinet Championship,2,14
2022,0,58849,Turk Pettit,39,Mexico Open,2,8
2022,0,19846,Brian Gay,38,Honda,4,4
2022,0,40042,Tyler McCumber,37,Sanderson Farms,2,11
2022,0,29420,Billy Horschel,36,Farmers,4,11
2022,0,31323,Gary Woodland,36,Houston Open,2,7
2022,0,28237,Rory McIlroy,35,TOUR Championship,1,6
2022,0,48929,Santiago Tarrio,35,Barbasol,3,15
2022,0,34046,Jordan Spieth,34,THE CJ CUP,1,11
2022,0,49964,Aaron Wise,34,RBC Heritage,2,4
2022,0,33419,Cameron Tringale,34,Farmers,1,4
2022,0,30163,Henrik Norlander,33,Wells Fargo,2,3
2022,0,36326,David Lipsky,33,Rocket Mortgage,1,12
2022,0,30944,Jason Kokrak,33,THE PLAYERS,2,15
2022,0,32839,Hideki Matsuyama,32,Sony Open,2,6
2022,0,50057,Robin Roussel,32,Barbasol,1,1
2022,0,33418,Shawn Stefani,32,John Deere,2,15
2022,0,54628,Lee Hodges,32,Rocket Mortgage,1,14
